currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.rt,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,finalWinnings,cashBonus,participant,date,expName,psychopyVersion,frameRate,
,,,1,1,4.9,,,,,,,,,0,0,0,0,0,18,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.78,-0.21999999999999997,-4.950000000000001,8.030000000000001,4.9,-3.130000000000001,0.8849999999999998,gamble,win,4.9,129.17083333333332,863.503404971816,None,863.503404971816,None,863.503404971816,None,863.503404971816,None,863.503404971816,None,863.503404971816,None,863.503404971816,None,1,1.5507955493776535,863.503404971816,None,865.087361958007,None,865.087361958007,None,865.087361958007,None,865.087361958007,None,865.087361958007,None,865.087361958007,None,865.087361958007,None,869.0722454958759,None,869.0722454958759,None,869.0722454958759,None,869.0722454958759,None,869.0722454958759,None,869.0722454958759,None,869.0722454958759,None,870.0726432385654,None,,,,,,,,,,,,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,1,1,13.1,,,,,,,,,0,0,0,0,0,19,19,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.78,-0.21999999999999997,-5.170000000000001,8.25,13.1,4.85,2.425,gamble,win,13.1,142.27083333333331,872.0901019987614,None,872.0901019987614,None,872.0901019987614,None,872.0901019987614,None,872.0901019987614,None,872.0901019987614,None,872.0901019987614,None,1,1.0673157904184336,872.0901019987614,None,873.1905286681922,None,873.1905286681922,None,873.1905286681922,None,873.1905286681922,None,873.1905286681922,None,873.1905286681922,None,873.1905286681922,None,877.1754176458235,None,877.1754176458235,None,877.1754176458235,None,877.1754176458235,None,877.1754176458235,None,877.1754176458235,None,877.1754176458235,None,886.6791346040627,None,878.1758077088489,None,879.17615233385,None,0.77,7.502917313038779,882.177361241238,None,None,882.177361241238,None,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,1,1,7.5,,,,,,,,,0,0,0,0,0,20,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.77,-0.22999999999999998,-5.4,8.620000000000001,7.5,-1.120000000000001,-0.5600000000000005,gamble,win,7.5,149.77083333333331,888.6965981640478,None,888.6965981640478,None,888.6965981640478,None,888.6965981640478,None,888.6965981640478,None,888.6965981640478,None,888.6965981640478,None,1,1.4341340664850577,888.6965981640478,None,890.1638847077375,None,890.1638847077375,None,890.1638847077375,None,890.1638847077375,None,890.1638847077375,None,890.1638847077375,None,890.1638847077375,None,894.165348004055,None,894.165348004055,None,894.165348004055,None,894.165348004055,None,894.165348004055,None,894.165348004055,None,894.165348004055,None,895.1491093507611,None,,,,,,,,,,,,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,1,1,1.7,,,,,,,,,0,0,0,0,0,21,21,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.77,-0.22999999999999998,-5.630000000000001,-1.2741666666666667,1.7,0.4258333333333333,1.0629166666666667,gamble,lose,0.4258333333333333,150.19666666666666,897.1665761106069,None,897.1665761106069,None,897.1665761106069,None,897.1665761106069,None,897.1665761106069,None,897.1665761106069,None,897.1665761106069,None,1,1.500665571034915,897.1665761106069,None,898.7005087138605,None,898.7005087138605,None,898.7005087138605,None,898.7005087138605,None,898.7005087138605,None,898.7005087138605,None,898.7005087138605,None,902.6853948116168,None,902.6853948116168,None,902.6853948116168,None,902.6853948116168,None,902.6853948116168,None,902.6853948116168,None,902.6853948116168,None,912.1891248892844,None,903.6857403965769,None,904.6861826173317,None,0.78,7.502919872928032,907.6872888091912,None,None,907.6872888091912,None,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,1,1,0.3,,,,,,,,,0,0,0,0,0,22,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.78,-0.21999999999999997,-5.8500000000000005,-1.2574999999999998,0.3,-0.9574999999999998,-0.3287499999999999,gamble,lose,-0.9574999999999998,149.23916666666665,914.2065433312346,None,914.2065433312346,None,914.2065433312346,None,914.2065433312346,None,914.2065433312346,None,914.2065433312346,None,914.2065433312346,None,1,1.9677719625651662,914.2065433312346,None,916.2073560958634,None,916.2073560958634,None,916.2073560958634,None,916.2073560958634,None,916.2073560958634,None,916.2073560958634,None,916.2073560958634,None,920.1922431535786,None,920.1922431535786,None,920.1922431535786,None,920.1922431535786,None,920.1922431535786,None,920.1922431535786,None,920.1922431535786,None,921.1926152973829,None,,,,,,,,,,,,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,1,1,5.7,,,,,,,,,0,0,0,0,0,23,23,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.78,-0.21999999999999997,-6.07,-1.2758333333333334,5.7,4.424166666666666,2.212083333333333,gamble,lose,4.424166666666666,153.66333333333333,923.2100462187882,None,923.2100462187882,None,923.2100462187882,None,923.2100462187882,None,923.2100462187882,None,923.2100462187882,None,923.2100462187882,None,1,1.367532484986441,923.2100462187882,None,924.6106540643341,None,924.6106540643341,None,924.6106540643341,None,924.6106540643341,None,924.6106540643341,None,924.6106540643341,None,924.6106540643341,None,928.6122639142741,None,928.6122639142741,None,928.6122639142741,None,928.6122639142741,None,928.6122639142741,None,928.6122639142741,None,928.6122639142741,None,938.0993051182413,None,929.5959247853534,None,930.5962882895328,None,0.82,7.502886274389311,933.5974719180213,None,None,933.5974719180213,None,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,1,1,8.9,,,,,,,,,0,0,0,0,0,24,24,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.82,-0.18000000000000005,-6.25,8.77,8.9,0.13000000000000078,0.06500000000000039,gamble,win,8.9,162.56333333333333,940.1167149205667,None,940.1167149205667,None,940.1167149205667,None,940.1167149205667,None,940.1167149205667,None,940.1167149205667,None,940.1167149205667,None,1,1.4008430353114818,940.1167149205667,None,941.5506045176917,None,941.5506045176917,None,941.5506045176917,None,941.5506045176917,None,941.5506045176917,None,941.5506045176917,None,941.5506045176917,None,945.535441017606,None,945.535441017606,None,945.535441017606,None,945.535441017606,None,945.535441017606,None,945.535441017606,None,945.535441017606,None,946.535888678125,None,,,,,,,,,,,,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,1,1,2.7,,,,,,,,,0,0,0,0,0,25,25,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.82,-0.18000000000000005,-6.43,8.95,2.7,-6.249999999999999,-1.7749999999999995,gamble,win,2.7,165.26333333333332,948.5533461583746,None,948.5533461583746,None,948.5533461583746,None,948.5533461583746,None,948.5533461583746,None,948.5533461583746,None,948.5533461583746,None,1,2.5179128204345034,948.5533461583746,None,951.1043193000241,None,951.1043193000241,None,951.1043193000241,None,951.1043193000241,None,951.1043193000241,None,951.1043193000241,None,951.1043193000241,None,955.1058981113147,None,955.1058981113147,None,955.1058981113147,None,955.1058981113147,None,955.1058981113147,None,955.1058981113147,None,955.1058981113147,None,956.0896312992463,None,,,,,,,,,,,,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,1,1,-0.1,,,,,,,,,0,0,0,0,0,26,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.82,-0.18000000000000005,-6.609999999999999,9.129999999999999,-0.1,-9.229999999999999,-4.664999999999999,gamble,win,-0.1,165.16333333333333,958.1070852596495,None,958.1070852596495,None,958.1070852596495,None,958.1070852596495,None,958.1070852596495,None,958.1070852596495,None,958.1070852596495,None,None,,958.1070852596495,None,961.1082605685006,None,961.1082605685006,None,961.1082605685006,None,961.1082605685006,None,961.1082605685006,None,961.1082605685006,None,961.1082605685006,None,965.1097683428816,None,965.1097683428816,None,965.1097683428816,None,965.1097683428816,None,965.1097683428816,None,965.1097683428816,None,965.1097683428816,None,974.5968677843139,None,966.0934900113152,None,967.0938813542834,None,0.78,7.5028622754343814,970.0950880217697,None,None,970.0950880217697,None,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,2,0,11.1,,,,,,,,,0,1,1,1,0,0,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982.6833638600037,None,0.78,7.50184759959302,985.7011976438789,None,None,985.7011976438789,None,990.1862821330014,None,False,True,False,0.78,0.78,0.78,-11.7,11.1,-0.5999999999999996,-0.2999999999999998,gamble,lose,-0.5999999999999996,164.56333333333333,993.2207747118846,None,993.2207747118846,None,993.2207747118846,None,993.2207747118846,None,993.2207747118846,None,993.2207747118846,None,993.2207747118846,None,1,1.3508036130260734,993.2207747118846,None,994.6047292021849,None,994.6047292021849,None,994.6047292021849,None,994.6047292021849,None,994.6047292021849,None,994.6047292021849,None,994.6047292021849,None,998.606260655537,None,998.606260655537,None,998.606260655537,None,998.606260655537,None,998.606260655537,None,998.606260655537,None,998.606260655537,None,999.5899816839974,None,,,,,,,,,,,,976.597644070529,None,4,6.069247546347469,976.597644070529,None,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,2,0,10.7,,,,,,,,,0,1,1,1,0,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.78,0.78,1.56,-12.48,10.7,-1.7800000000000011,-0.8900000000000006,gamble,lose,-1.7800000000000011,162.78333333333333,1001.607407485626,None,1001.607407485626,None,1001.607407485626,None,1001.607407485626,None,1001.607407485626,None,1001.607407485626,None,1001.607407485626,None,1,1.5342017115417548,1001.607407485626,None,1003.1747149564053,None,1003.1747149564053,None,1003.1747149564053,None,1003.1747149564053,None,1003.1747149564053,None,1003.1747149564053,None,1003.1747149564053,None,1007.1762492896305,None,1007.1762492896305,None,1007.1762492896305,None,1007.1762492896305,None,1007.1762492896305,None,1007.1762492896305,None,1007.1762492896305,None,1016.6632712944338,None,1008.1599472790949,None,1009.1603562212968,None,0.76,7.502827076967151,1012.1615190506909,None,None,1012.1615190506909,None,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,2,0,11.9,,,,,,,,,0,1,1,1,0,2,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.76,0.76,2.3200000000000003,-12.96,11.9,-1.0600000000000005,-0.5300000000000002,gamble,lose,-1.0600000000000005,161.72333333333333,1018.6807831723163,None,1018.6807831723163,None,1018.6807831723163,None,1018.6807831723163,None,1018.6807831723163,None,1018.6807831723163,None,1018.6807831723163,None,1,2.117753275377254,1018.6807831723163,None,1020.8316220478082,None,1020.8316220478082,None,1020.8316220478082,None,1020.8316220478082,None,1020.8316220478082,None,1020.8316220478082,None,1020.8316220478082,None,1024.816510385468,None,1024.816510385468,None,1024.816510385468,None,1024.816510385468,None,1024.816510385468,None,1024.816510385468,None,1024.816510385468,None,1025.8168537305246,None,,,,,,,,,,,,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
